Sort-Nr.;BCNr;Teiln. IBAN-Tool;PZ-Vali-dierung;BC-NR IID;Land-code;Postkonto Input;Postkonto Output;SWIFT;e-mail-Adresse Bemerkungen für Entwickler;Mutations-datum;Hauptsitz;BC-Art;Bank/Institut;SIC;euro-sic;Sprache;Kurzbez.;Domizil;Postadresse;PLZ;Ort;Telefon;Fax;Vorwahl
2238;8542;0;;;CH;80-8168-2;;SLBACHZZXXX;;20030425;8542;1;Sella Bank AG;1;0;1;Sella Bank AG;;Postfach 823;8039;Zürich;043 210 31 00;043 210 31 01;
2239;8542;0;;;CH;12-2335-5;;SLBACHZZXXX;;20030425;8542;1;Sella Bank AG;1;0;1;Sella Bank AG;;Postfach 823;8039;Zürich;043 210 31 00;043 210 31 01;
2240;8542;0;;;CH;69-1383-1;;SLBACHZZXXX;;20030425;8542;1;Sella Bank AG;1;0;1;Sella Bank AG;;Postfach 823;8039;Zürich;043 210 31 00;043 210 31 01;
2241;8543;1;0;8543;CH;40-11239-5;;;;19990428;8543;1;Scobag Privatbank AG;1;0;1;SCO;;Postfach;4010;Basel;061 205 12 12;061 205 12 79;
2242;8544;0;;;CH;12-1250-4;;VTGECHGGXXX;;20020809;8544;1;Banque Vontobel Genève SA;1;1;2;Banque Vontobel;Place de l'université 6;Case postale 268;1211;Genève 4;022 809 90 90;022 809 90 91;
2243;8545;0;;;CH;80-838-3;;RUBLCHZZXXX;;20060203;8545;1;Deutsche Bank Suisse  SA (ex Rüd, Blass & Cie AG);1;1;1;Deutsche Bank;;Postfach;8039;Zürich 1;044 217 21 11;044 211 70 57;
2244;8547;0;;;CH;17-589669-5;;BJSBCHGGXXX;;20030115;8547;1;Banque Jacob Safra (Suisse) SA;3;0;2;BJS GENEVE;70, rue du Rhône;Case postale 5809;1211;Genève 11;022 317 45 55;022 317 45 56;
2245;8547;0;;;CH;80-6491-0;;BJSBCHGGXXX;;20030115;8547;1;Banque Jacob Safra (Suisse) SA;3;0;2;BJS GENEVE;70, rue du Rhône;Case postale 5809;1211;Genève 11;022 317 45 55;022 317 45 56;
2246;8548;0;;;CH;17-499297-2;;CCIECHGGXXX;;19990629;8548;1;Hyposwiss Private Bank Genève SA;1;0;2;ANGLO IRISH;7, Rue des Alpes;Case postale 1380;1211;Genève 1;022 716 36 36;022 716 36 77;
2247;8548;0;;;CH;17-497667-4;;CCIECHGGXXX;;19990629;8548;1;Hyposwiss Private Bank Genève SA;1;0;2;ANGLO IRISH;7, Rue des Alpes;Case postale 1380;1211;Genève 1;022 716 36 36;022 716 36 77;
2248;8549;0;;;CH;87-300623-5;;OZBACHZZXXX;;20050304;8549;1;Valartis Bank AG;1;0;1;Valartis Bank AG;;Churerstrasse 47;8808;Pfäffikon SZ;044 215 63 60;044 215 63 90;
2249;8550;1;0;8550;CH;10-865-1;10-865-1;DEPOCH2LXXX;;20060201;8550;1;Banque de Dépôts et de Gestion;1;0;2;BDG;Avenue du Théâtre 14;Case postale 5415;1002;Lausanne;021 341 85 11;021 341 85 10;
2250;85502;1;0;85502;CH;65-105605-0;65-105605-0;DEPOCH2LXXX;;20021002;8550;2;Banque de Dépôts et de Gestion;1;0;3;BDG;Via Franscini 6;Case postale 1159;6850;Mendrisio;091 640 69 11;;
2251;8551;1;0;8551;CH;69-7108-2;69-7108-2;DEPOCH2L69A;;20040207;8550;2;Banque de Dépôts et de Gestion;1;0;3;BDG;Piazza Riforma 3;Casella postale 5839;6901;Lugano;091 911 38 11;091 911 38 08;
2252;8552;1;0;8552;CH;20-1472-9;20-1472-9;DEPOCH2L20A;;20010630;8550;2;Banque de Dépôts et de Gestion;1;0;2;BDG;Faubourg de l'Hôpital 21;Case postale 1856;2001;Neuchâtel;032 727 67 11;032 727 67 08;
2253;8553;0;;;CH;80-17-2;;;;20050312;8553;1;BZ Bank Aktiengesellschaft;1;0;1;BZ Bank AG;Egglirain 15;Postfach;8832;Wilen b. Wollerau;044 786 61 11;044 786 61 15;
2254;8559;0;;;CH;80-7311-2;;BELLCHZ1XXX;;20050305;8559;1;Bank am Bellevue;3;0;1;BAB, Zürich;Seestrasse 16;Postfach 1366;8700;Küsnacht;044 267 67 67;044 267 67 50;
2255;8563;1;;;CH;80-24348-5;;CLARCHZZXXX;;20050304;8563;1;Clariden Leu AG (Formely Clariden Bank);1;1;1;Clariden Bank;Claridenstrasse 26;Postfach;8022;Zürich;044 205 62 62;044 205 63 03;
2256;8563;1;;;CH;40-758-1;;CLARCHZZXXX;;20050304;8563;1;Clariden Leu AG (Formely Clariden Bank);1;1;1;Clariden Bank;Claridenstrasse 26;Postfach;8022;Zürich;044 205 62 62;044 205 63 03;
2257;8564;0;0;8564;CH;30-1961-0;30-1961-0;GRAFCH22XXX;;20030926;8564;1;Privatbank Von Graffenried AG;1;0;1;Von Graffenried;;Postfach;3000;Bern 7;031 320 52 22;031 320 52 11;
2258;8565;0;;;CH;40-570-7;;DREYCHBBXXX;;19990427;8565;1;Dreyfus Söhne & Cie AG, Banquiers;1;1;1;Dreyfus Söhne;Aeschenvorstadt 16;Postfach 2656;4002;Basel;061 286 66 66;061 272 24 38;
2259;8570;0;;;CH;20-492-8;;BONHCH22XXX;;20010628;8570;1;Banque Bonhôte & Cie SA;3;3;2;Bonhôte & Cie;16, Rue du Bassin;Case postale;2001;Neuchâtel;032 722 10 00;032 721 43 42;
2260;8571;0;;;CH;12-23-4;;PRIBCHGGXXX;;20001025;8571;1;Banque Privée Edmond de Rothschild SA;1;1;2;ROTHSCHILD;;Case postale;1211;Genève 11;022 818 91 11;022 818 91 21;
2261;8572;0;;;CH;40-766-1;;TRAPCHBBXXX;;19990427;8572;1;Trafina Privatbank AG;1;0;1;Trafina, Basel;Rennweg 50;Postfach;4020;Basel;061 317 17 17;061 317 12 80;
2262;8573;1;0;8573;CH;80-15616-4;80-15616-4;MAEBCHZZXXX;;20050305;8573;1;Maerki, Baumann & Co AG;1;1;1;MBC;;Postfach 4688;8022;Zürich;044 286 25 25;044 286 25 00;
2263;8575;1;0;8575;CH;80-12438-7;80-12438-7;WBWCCHZZXXX;;20050304;8575;1;M.M. Warburg Bank (Schweiz) AG;1;1;1;Warburg Schweiz;Parkring 12;Postfach 1960;8027;Zürich;044 206 23 23;044 206 23 01;
2264;8578;0;;;CH;69-1312-4;;MORVCH22XXX;;20020921;8578;1;Banque Morval ;1;0;2;Morval & Cie;18 rue Charles-Galland;Case postale 339;1211;Genève 12;022 839 92 00;022 347 42 31;
2265;8580;1;0;8580;CH;12-2021-4;12-2021-4;MPCHCHGGXXX;;20060108;8580;1;Fortis Banque (Suisse) SA;1;1;2;Fortis Banque;20, boulevard des philosophes;Case postale 458;1211;Genève 4;058 322 03 22;;
2266;8581;0;;;CH;80-965-0;;MPCHCHGG010;;20060108;8580;2;Fortis Bank (Schweiz) AG;1;0;1;Fortis Banque;Rennweg 57;Postfach;8023;Zürich;044 225 67 67;044 225 68 68;
2267;8582;0;;;CH;80-9638-7;;RUEGCHZZXXX;;20050128;8582;1;SG Private Banking (Suisse) SA;1;3;2;SG Priv.Banking;Rue de la Corraterie 6;Case postale 5022;1211;Genève 11;022 819 02 02;022 819 04 03;
2268;8583;0;;;CH;80-8773-6;;ADCOCHZZXXX;;20050304;8583;1;Adler & Co Privatbank AG;3;3;1;Adler & Co;Claridenstrasse 22;Postfach 2055;8022;Zürich;044 206 99 00;044 206 99 99;
2269;8584;0;;;CH;69-715-9;;BACECH22XXX;;19990427;8584;1;Banca del Ceresio SA;1;1;3;BDC;;Casella postale 2860;6901;Lugano;091 923 84 22;091 923 55 08;
2270;8587;1;0;8587;CH;12-3696-0;;BGGECHGGXXX;;20010526;8587;1;BGG Banque Genevoise de Gestion;1;0;2;BGG;;Case postale 3271;1211;Genève 3;022 347 90 40;;
2271;8599;0;;;CH;80-37566-6;;KAHNCHZZXXX;;20051004;8599;1;Finter Bank Zürich (Ex Bank Hugo Kahn & Co. AG);3;3;1;Finter Bank ;Limmatquai/Torgasse 2;Postfach 475;8024;Zürich;044 265 34 34;044 265 34 45;
2272;8608;0;;;CH;17-518319-0;;ESSECHGGXXX;;20061002;8608;1;Skandinaviska Enskilda Banken SA;3;0;2;Skand.Ensk.;Rue Rodolphe Toepffer 8;;1206;Genève;;;
2273;8609;0;;;;65-229837-9;;;;20060901;9609;1;Banca Euromobilare (Suisse) SA;;;;Banca Euromobilare (Suisse) SA;Via S. Balestra 17;Casella postale 5855;6901;Lugano;;;
2274;8610;0;;;;69-6966-7;;BDGLCH22XXX;;20031106;8610;1;BSI SA (Ex Banca del Gottardo);1;1;3;Bca Gottardo;Viale S.Franscini 8;Casella postale 5848;6901;Lugano;091 808 11 11;091 923 94 87;
2275;86101;0;;;;65-289-7;;BDGLCH2265A;;19990427;8610;2;BSI SA (Ex Banca del Gottardo);1;1;3;Bca Gottardo;Viale Stazione 25;Casella postale 2057;6501;Bellinzona;091 822 71 11;091 822 71 22;
2276;86102;0;;;;12-5484-2;;BDGLCH2212A;;20050313;8610;2;BSI SA (Ex Banca del Gottardo);1;1;2;Bca Gottardo;Rive;Case postale 3569;1211;Genève 3;022 318 77 22;022 318 77 20;
2277;8611;0;;;;65-1444-9;;BDGLCH2266A;;19990427;8610;2;BSI SA (Ex Banca del Gottardo);1;1;3;Bca Gottardo;Piazza Grande;Casella postale 661;6601;Locarno;091 759 72 11;091 759 72 22;
2278;8612;0;;;;69-9072-7;;BDGLCH2268B;;19990427;8610;2;BSI SA (Ex Banca del Gottardo);1;1;3;Bca Gottardo;Via Livio 12;Casella postale 41;6830;Chiasso 1;091 695 76 11;091 695 76 22;
2279;8613;0;;;;10-3609-7;;BDGLCH2210A;;20041211;8610;2;BSI SA (Ex Banca del Gottardo);1;1;2;Bca Gottardo;Avenue de Rumine 3;Case postale 5411;1002;Lausanne;021 341 74 11;021 341 74 22;
2280;8614;0;;;;80-764-0;;BDGLCH2280A;;20050304;8610;2;BSI SA (Ex Banca del Gottardo);1;1;1;Bca Gottardo;Schützengasse 31;Postfach 7490;8023;Zürich;044 215 73 11;044 215 73 15;
2281;8614;0;;;;80-9531-4;;BDGLCH2280A;;20050304;8610;2;BSI SA (Ex Banca del Gottardo);1;1;1;Bca Gottardo;Schützengasse 31;Postfach 7490;8023;Zürich;044 215 73 11;044 215 73 15;
2282;8615;0;;;CH;80-3354-6;;GENOCHZZXXX;;20060114;8615;1;DZ PRIVATBANK (SCHWEIZ) AG;1;1;1;DZ PRIVATBANK;;Postfach 5178;8022;Zürich;044 214 91 11;044 214 92 85;
2283;8616;0;;;CH;12-12046-4;;EFGBCHGGXXX;;20050224;8616;1;EFG Bank European Financial Group AG;1;0;2;EFG;24, Quai du Seujet;Case postale;1211;Genève 2;022 906 72 72;022 906 72 73;
2284;8619;0;;;CH;80-525-8;;NBSZCHZZXXX;;20050305;8619;1;Nomura Bank (Switzerland) Ltd;1;0;1;Nomura Bank;;Postfach;8021;Zürich;044 295 71 11;;
2285;8620;1;0;8620;CH;80-17692-5;80-17692-5;COUTCHZZXXX;;20041001;8620;1;RBS Coutts Bank AG;1;0;1;Coutts BvE AG;Stauffacherstrasse 1;Postfach;8022;Zürich;043 245 51 11;043 245 53 96;
2286;8621;0;;;CH; 80-17692-5;;COUTCHGGXXX;;20041001;8620;2;RBS Coutts Bank AG;1;0;2;Coutts BvE AG;;Case postale;1211;Genève 11;022 319 03 19;022 310 38 57;
2287;8621;0;;;CH;12-8311-6;;COUTCHGGXXX;;20041001;8620;2;RBS Coutts Bank AG;1;0;2;Coutts BvE AG;;Case postale;1211;Genève 11;022 319 03 19;022 310 38 57;
2288;8623;0;;;CH;12-9116-8;;BPGECHGGXXX;;20010622;8623;1;Banque Pasche SA;1;0;2;Banque Pasche;Rue de Hollande 10;Case postale 5760;1211;Genève 11;022 818 82 22;022 818 82 25;
2289;8624;0;;;CH;12-616-8;;AUDSCHGGXXX;;20000407;8624;1;Banque Audi (Suisse) SA;1;0;2;Banque Audi;;Case postale 384;1211;Genève 12;022 704 11 11;022 704 11 00;
2290;8629;0;;;CH;12-946-3;;BPCPCHGGXXX;;20010628;8629;1;Banque de Commerce et de Placements SA;1;1;2;B. Placements;;Case postale;1211;Genève 1;022 909 19 19;;
2291;8634;1;0;8634;CH;80-9295-1;80-9295-1;BJHSCHZZXXX;;20050304;8634;1;Schroder & Co Bank AG;1;3;1;Schroder;Central 2;Postfach 1820;8021;Zürich;044 250 11 11;044 250 13 12;
2292;8635;0;;;CH;17-599732-8;;CHASCHGXXXX;;20060211;8635;1;JPMorgan Chase Bank, National Association, Columbus;1;0;1;JPMorgan;Dreikönigstrasse 21;Postfach 2623;8022;Zürich;044 206 81 11;044 206 82 75;
2293;8635;0;;;CH;12-4336-6;;CHASCHGXXXX;;20060211;8635;1;JPMorgan Chase Bank, National Association, Columbus;1;0;1;JPMorgan;Dreikönigstrasse 21;Postfach 2623;8022;Zürich;044 206 81 11;044 206 82 75;
2294;8638;0;;;CH;80-7475-7;;CBSWCHZZXXX;;20050304;8638;1;Citibank (Switzerland);1;0;1;CITIBANK (CH);Seestrasse 25;Postfach 3760;8021;Zürich;044 205 71 71;044 202 15 32;
2295;8640;0;;;CH;12-86-4;;BBRUCHGGXXX;;20030904;8640;1;ING Bank (Suisse) SA;1;1;2;ING Banque;30, avenue de Frontenex;Case postale 6405;1211;Genève 6;022 787 11 11;022 735 72 18;
2296;8640;0;;;CH;40-28868-5;;;;20030719;8640;3;ING Bank (Suisse) SA;1;1;1;ING Banque;;Postfach;4001;Basel;061 264 44 44;;
2297;8642;0;;;CH;69-8-6;;BBRUCHGGXXX;;20031114;8640;2;ING Bank (Suisse) SA;1;1;2;ING Banque;;Casella postale;6901;Lugano;091 923 48 21;;
2298;8644;0;;;CH;80-9395-9;;MHSCCHZZXXX;;20050304;8644;1;Mizuho Bank (Schweiz) AG;3;0;1;MIZUHO BANK;Löwenstrasse 32;Postfach;8023;Zürich;044 216 91 11;044 216 92 22;
2299;8644;0;;;CH;80-1472-6;;MHSCCHZZXXX;;20050304;8644;1;Mizuho Bank (Schweiz) AG;3;0;1;MIZUHO BANK;Löwenstrasse 32;Postfach;8023;Zürich;044 216 91 11;044 216 92 22;
2300;8645;1;0;8645;CH;80-779-9;80-779-9;ABNACHZZ80A;;20050305;8645;1;ABN AMRO Bank (Schweiz);1;0;1;ABM AMRO;Beethovenstrasse 33;Postfach 5239;8022;Zürich;044 631 41 11;044 631 41 81;
2301;8645;1;0;8645;CH;12-6110-8; 80-779-9;ABNACHZZ40A;;19990427;8645;3;ABN AMRO Bank (Schweiz);1;0;1;ABM AMRO;Aeschengraben 9;Postfach 2143;4002;Basel;061 206 30 00;061 206 30 01;
2302;8645;1;0;8645;CH;69-7810-3; 80-779-9;ABNACHZZ12A;;19990427;8645;3;ABN AMRO Bank (Schweiz);1;0;2;ABM AMRO;12, Quai Général-Guisan;Case postale 3026;1211;Genève 3;022 819 77 77;022 819 77 55;
2303;8650;0;;;CH;69-48-8;;BLUGCH22XXX;;20060103;8650;1;Banca Julius Baer (Lugano) SA;1;0;3;Banca Jul. Baer;;Casella postale 5847;6901;Lugano;058 885 81 11;058 885 84 54;
2304;8656;0;;;;80-35249-4;;;;20050304;8656;1;Lavoro Bank AG;1;1;1;Lavoro Bank AG;Talacker 21;Postfach;8039;Zürich;044 217 95 95;044 221 12 41;
2305;8656;0;;;CH;12-1138-3;;LAVOCHZZXXX;;20050304;8656;1;Lavoro Bank AG;1;1;1;Lavoro Bank AG;Talacker 21;Postfach;8039;Zürich;044 217 95 95;044 221 12 41;
2306;8657;1;0;8657;CH;12-8409-6;12-8409-6;UBPGCHGGXXX;;20010623;8657;1;UNION BANCAIRE PRIVEE, UBP;1;1;2;UBP;;Case postale 1320;1211;Genève 1;022 819 21 11;022 819 22 00;
2307;8657;1;0;8657;CH;80-8330-9;69-8138-5;UBPGCHGGLUG;;20030613;8657;3;UNION BANCAIRE PRIVEE, UBP;1;1;3;UBP;;Casella postale;6900;Lugano;091 910 60 00;091 910 61 90;
2308;8657;1;0;8657;CH;80-27095-3;80-8330-9;UBPGCHZZXXX;;20050304;8657;3;UNION BANCAIRE PRIVEE, UBP;1;1;1;UBP;;Postfach;8022;Zürich;044 219 61 11;044 211 39 28;
2309;8659;0;;;CH;12-1225-9;;DEUTCHGGXXX;;20030718;8659;1;Deutsche Bank (Suisse) S.A.;1;1;2;Deutsche Bank;Place des Bergues 3;Private Banking;1211;Genève 1;022 739 01 11;022 739 07 00;
2310;8659;0;;;CH;80-689-5;;;;20030718;8659;3;Deutsche Bank (Schweiz) AG;1;1;1;Deutsche Bank;Bahnhofquai 3;Private Banking;8023;Zürich;022 739 01 11;022 739 07 00;
2311;8660;0;;;CH;80-944-8;;RKBZCHZZXXX;;20050305;8660;1;Russische Kommerzial Bank AG;1;0;1;RKB ZÜRICH;Hofackerstrasse 32;Postfach 1274;8032;Zürich;044 386 86 86;044 386 86 87;
2312;8661;1;0;8661;CH;80-13756-6;80-13756-6;ROTACHZZXXX;;20050305;8661;1;Rothschild Bank AG;1;1;1;RBZ;;Postfach;8034;Zürich;044 384 71 11;;
2313;8663;0;;;CH;69-8670-4;;PKBSCH22XXX;;20050303;8663;1;PKB PRIVATBANK AG;1;1;1;PKB Privatbank;Tödistrasse 47;Postfach;8022;Zürich;044 204 34 34;044 204 34 35;
2314;8664;0;;;CH; 69-8670-4;;PKBSCH2269A;;20010927;8663;2;PKB PRIVATBANK AG;1;1;3;PKB Privatbank;Via S. Balestra 1;Casella postale;6901;Lugano;091 913 35 35;091 923 35 22;
2315;8665;0;;;CH;;;PKBSCH2212A;;20010927;8663;2;PKB PRIVATBANK AG;1;1;2;PKB Privatbank;12, Charles Galland;Case postale;1206;Genève;022 346 91 55;022 346 42 56;
2316;8666;1;0;8666;CH;69-216-0;69-216-0;BASECH22XXX;;19990427;8666;1;Banca del Sempione;1;0;3;BDS;Via Peri 5;Casella postale 2825;6901;Lugano 1;091 910 71 11;091 922 60 40;
2317;8666;1;0;8666;CH;65-157-2; 69-216-0;BASECH2265A;;19990427;8666;3;Banca del Sempione;1;0;3;BDS;Viale Stazione 8a;Casella postale 2021;6501;Bellinzona;091 820 66 11;091 825 81 34;
2318;8666;1;0;8666;CH;65-590-4; 69-216-0;BASECH2268B;;19990427;8666;3;Banca del Sempione;1;0;3;BDS;Piazza Boffalora 4;Casella postale 146;6830;Chiasso 1;091 695 67 11;091 683 99 06;
2319;8666;1;0;8666;CH;69-6127-0; 69-216-0;BASECH2266A;;19990507;8666;3;Banca del Sempione;1;0;3;BDS;Piazza Stazione 9, 6601 Muralto;Casella postale 664;6600;Locarno;091 743 49 77;091 743 63 49;
2320;8666;1;0;8666;CH;80-1062-0; 69-216-0;BASECH2280A;;20050304;8666;3;Simplon Bank;1;0;1;BDS;Löwenstrasse 53;Postfach 4374;8022;Zürich;044 212 48 68;044 212 49 00;
2321;8667;1;0;8667;CH;80-11887-5;80-11887-5;EFGBCHZZXXX;;20050414;8667;1;EFG Bank;1;0;2;EFG Bank;Bahnhofstrasse 16;Postfach 2255;8022;Zürich;044 226 17 17;044 226 17 26;
2322;8670;0;;;CH;69-46-4;;;;19990424;8670;1;BSI EX BUC;1;0;3;BUC;;Casella postale 2861;6901;Lugano;091 806 31 11;091 922 70 09;
2323;8672;0;;;CH;12-1701-7;;ROYCCHGGXXX;;20010519;8672;1;Royal Bank of Canada (Suisse);3;0;2;RBC Suisse;;Case postale 5696;1211;Genève 11;022 819 42 42;022 819 43 43;
2324;8675;0;;;;80-4164-7;;BVERCHZZXXX;;20041006;8675;2;Coutts Bank von Ernst  AG;3;0;1;Coutts BvE AG;Stauffacherstrasse 1;Postfach;8022;Zürich;043 245 51 11;043 245 53 96;
2325;8675;0;;;;80-1517-2;;BVERCHZZXXX;;20041006;8675;2;Coutts Bank von Ernst  AG;3;0;1;Coutts BvE AG;Stauffacherstrasse 1;Postfach;8022;Zürich;043 245 51 11;043 245 53 96;
2326;8679;0;;;CH;80-13299-9;;MSSACHZXXXX;;20050304;8679;1;BANK MORGAN STANLEY AG;3;0;1;BMSZ;Bahnhofstrasse 92;Postfach;8023;Zürich;044 220 91 11;044 220 98 01;
2327;8684;0;;;CH;80-9493-2;;LUMICHZZXXX;;20050304;8684;1;Bank Leumi (Schweiz) AG;1;0;1;Leumi;;Postfach 5131;8022;Zürich;044 207 91 11;044 207 91 00;
2328;8686;0;;;CH;12-1415-2;;BPPBCHGGXXX;;20051103;8686;1;BNP Paribas Private Bank (Switzerland) SA;1;1;2;BNP Par Priv Bk;Place de Hollande, 2;;1211;Genève 11;022 787 71 11;022 787 80 00;
2329;8686;0;;;CH;40-4586-4;;;;20051103;8686;;BNP Paribas Private Bank (Switzerland) SA;1;1;2;BNP Par Priv Bk;Place de Hollande, 2;;1211;Genève 11;022 787 71 11;022 787 80 00;
2330;8689;0;;;CH;12-165-7;;BLICCHGGXXX;;20040218;8689;1;HSBC Private Bank (Suisse) SA;1;3;2;HSBC Private Bk;Quai Général-Guisan 2;Case postale 3580;1211;Genève 3;022 705 55 55;022 705 57 30;
2331;8689;0;;;CH;12-124-6;;BLICCHGGXXX;;20040218;8689;1;HSBC Private Bank (Suisse) SA;1;3;2;HSBC Private Bk;Quai Général-Guisan 2;Case postale 3580;1211;Genève 3;022 705 55 55;022 705 57 30;
2332;8695;0;;;CH;80-14402-3;;UMBLCHZZXXX;;20050606;8695;1;UNITED MIZRAHI BANK (Schweiz) AG;3;0;1;UMB;Nüschelerstrasse 31;Postfach 1330;8021;Zürich;044 226 86 86;044 226 86 87;
2333;8697;0;;;CH;80-79177-3;;SNETCHZZXXX;;20050305;8697;1;Swissnetbank.com AG;3;0;1;Swissnetbank;Bahnhofstrasse 84;Postfach;8023;Zürich;044 560 10 80;044 212 11 88;
2334;8700;0;;;CH;80-1355-6;;CITICHZZXXX;;20050304;8700;1;Citibank N.A., Las Vegas;1;0;1;CITIBANK N.A.;;Postfach 5081;8022;Zürich;044 205 71 11;044 202 15 32;
2335;8703;1;0;8703;CH;80-400400-4;80-400400-4;BZPLCHZZXXX;;20080703;8703;1;bank zweiplus ag;1;1;1;bank zweiplus;Bändliweg 20;Postfach;8048;Zürich;058 059 22 22;058 059 22 44;
2336;8704;1;0;8704;CH;30-38118-3;30-38118-3;AEKTCH22XXX;;20050801;8704;1;Amtsersparniskasse Thun;1;3;1;Amtsersp. Thun;Hofstettenstrasse 2;Postfach;3601;Thun;033 227 31 00;033 227 32 00;
2337;8705;0;;;CH;80-13139-3;;SGABCHZZXXX;;20050305;8705;1;Société Générale;1;3;1;SocGen;Sihlquai 253;Postfach 2101;8031;Zürich;044 445 51 11;;
2338;8706;0;0;8706;CH;69-8328-7;;;;20080303;8706;1;Credito privato commerciale SA;3;0;3;Credito privato;Via Zurigo 46;;6904;Lugano;091 912 29 29;091 923 54  26;
2339;8707;1;0;8707;CH;85-45678-7;85-45678-7;ABNACHZ8ZRH;;20050305;8707;1;The Royal Bank of Scotland N.V. Zweigniederlassung Zürich;1;0;1;Royal Bank ;Lerchenstrasse 24;Postfach 2921;8022;Zürich;044 285 55 55;044 285 56 26;
2340;8707;1;0;8707;CH;85-45678-7;85-45678-7;ABNACHZ8ZRH;;20050305;8707;1;The Royal Bank of Scotland N.V. Zweigniederlassung Zürich;1;0;1;Royal Bank ;Lerchenstrasse 25;Postfach 2922;8023;Zürich;45 285 55 55;45 285 56 26;
2341;8709;0;;;CH;69-9534-1;;CANTCH22XXX;;20031218;8709;1;SG Private Banking (Lugano-Svizzera) SA;1;1;3;SG Priv.Banking;Viale Stefano Franscini 22;Casella postale 5830;6901;Lugano;091 923 76 42;091 922 08 08;
2342;8710;1;0;8710;CH;40-108-3;40-108-3;CIALCHBBXXX;;20050217;8710;1;Bank CIC (SCHWEIZ AG);1;3;1;CIAL;;Postfach;4001;Basel;061 264 12 00;061 264 12 01;
2343;87101;1;0;8710;CH;12-2326-8;40-108-4;CIALCHBB12A;;20020928;8710;2;Bank CIC (SCHWEIZ AG);1;0;2;CIAL;;Case postale 327;1211;Genève 12;022 839 35 00;;
2344;87105;1;0;87105;CH; 40-108-3;40-108-5;;;20050301;8710;2;Bank CIC (SCHWEIZ AG);1;0;1;CIAL;CIC-Group;Postfach;4001;Basel;061 264 12 00;061 264 12 01;
2345;8711;1;0;8710;CH;10-1011-4;40-108-6;CIALCHBB10A;;20051109;8710;2;Bank CIC (SCHWEIZ AG);1;3;2;CIAL;Rue du Petit-Chêne 26;Case postale 370;1001;Lausanne;021 614 03 60;021 614 03 65;
2346;8712;1;0;8710;CH;80-9198-1;40-108-7;CIALCHBB80A;;20050304;8710;2;Bank CIC (SCHWEIZ AG);1;3;1;CIAL;;Postfach;8023;Zürich;044 225 22 11;;
2347;8713;1;0;8710;CH;45-249235-3;40-108-8;CIALCHBB69A;;20050311;8710;2;Bank CIC (SCHWEIZ AG);1;3;3;CIAL;;Casella postale;6901;Lugano;091 911 63 63;;
2348;8716;0;;;CH;12-2348-2;;LOYDCHGGXXX;;20010104;8716;1;Lloyds TSB Bank plc, London;1;1;2;Lloyds TSB;Place Bel-Air 1;Case postale 5145;1211;Genève 11;022 307 33 33;;
2349;8718;0;;;;80-1198-9;;LOYDCHGGXXX;;20050305;8716;2;Lloyds TSB Bank plc, London;1;1;1;Lloyds TSB;St. Peterstrasse 16;Postfach 2556;8022;Zürich;044 265 21 11;044 265 22 22;
2350;8719;0;;;CH;80-2969-6;;ARBSCHZZXXX;;20050305;8719;1;Arab Bank (Switzerland);1;0;1;Arab Bank;Limmatquai 92;Postfach 2023;8022;Zürich;044 265 71 11;044 265 73 30;
2351;8721;0;;;CH;12-6206-0;;;;20031129;8721;1;Gonet & Cie;3;0;2;Gonet & Cie;Boulevard du Théâtre 6;Case postale 5009;1211;Genève 11;022 311 72 66;022 311 09 42;
2352;8726;0;;;CH;45-518725-5;;BOFACH2XXXX;;20020727;8726;1;Bank of America, N.A.;1;0;2;Bank of America;40, Rue du Marché;Case postale 3042;1211;Genève 3;022 318 69 38;022 318 69 39;
2353;8726;0;;;CH;80-286-9;;BOFACH2XXXX;;20020727;8726;1;Bank of America, N.A.;1;0;2;Bank of America;40, Rue du Marché;Case postale 3042;1211;Genève 3;022 318 69 38;022 318 69 39;
2354;8727;0;;;CH;12-5390-1;;CRAMCHGGXXX;;20040401;8727;1;Banque Cramer & Cie SA;1;1;2;Banque Cramer;5-7, Rue du Général Dufour;Case postale 5239;1211;Genève 11;022 818 60 00;022 311 34 81;
2355;8729;0;;;CH;12-100172-5;;BBAUCHGGXXX;;20021207;8729;1;Banque Bauer (Suisse) SA;3;3;2;Banque Bauer;Rue Jean-Petitot 7;Case postale 5735;1211;Genève 11;022 819 15 70;022 819 15 99;
2356;8731;1;0;8731;CH;30-38170-0;30-38170-0;LINSCH23XXX;;20040731;8731;1;Bank Linth LLB AG;1;1;1;Bank Linth;Zürcherstrasse 3;Postfach 168;8730;Uznach;055 285 71 11;055 285 72 17;
2357;8731;1;0;8731;CH;30-38271-8; 30-38170-0;;;20040604;8731;3;Bank Linth LLB AG;1;1;1;Bank Linth;Schulhausstrasse 3;Postfach 116;8722;Kaltbrunn;055 293 30 60;055 293 30 70;
2358;8731;1;0;8731;CH;90-424-0; 30-38170-0;;;20050312;8731;3;Bank Linth LLB AG;1;1;1;Bank Linth;Ritterhausstrasse 9;Postfach;8713;Uerikon;044 926 44 44;044 926 36 68;
2359;8733;1;0;8733;CH;30-38147-7;30-38147-7;BKTHCH22XXX;;20050801;8733;1;Bank Thalwil;1;3;1;Bank Thalwil;Gotthardstrasse 14;Postfach;8800;Thalwil;044  723 88 88;044 723 88 00;
