Sort-Nr.;BCNr;Teiln. IBAN-Tool;PZ-Vali-dierung;BC-NR IID;Land-code;Postkonto Input;Postkonto Output;SWIFT;e-mail-Adresse Bemerkungen für Entwickler;Mutations-datum;Hauptsitz;BC-Art;Bank/Institut;SIC;euro-sic;Sprache;Kurzbez.;Domizil;Postadresse;PLZ;Ort;Telefon;Fax;Vorwahl
1368;80434;1;0;80434;CH;10-23171-6; 10-4733-5;;;19990428;80000;3;Banque Raiffeisen du Gros-de-Vaud;1;1;2;Raiffeisen;;;1055;Froideville;021 881 15 35;021 881 26 25;
1369;80438;0;;;;10-8820-9;;;;20040101;80000;2;Banque Raiffeisen de Forel (Lavaux);1;1;2;Raiffeisen;;Case postale 18;1072;Forel (Lavaux);021 781 13 25;021 781 28 37;
1370;80442;1;0;80442;CH;12-9772-0;12-9772-0;;;20060601;80000;2;Banque Raiffeisen Nyon-La Vallée;1;1;2;Raiffeisen;Avenue Alfred-Cortot 12;Case postale 2178;1260;Nyon 2;022 365 26 50;022 365 26 55;
1371;80443;0;;;;10-3473-7;;;;20000421;80000;2;Banque Raiffeisen de Molondin;1;1;2;Raiffeisen;;;1415;Molondin;024 433 13 12;024 433 17 87;
1372;80445;1;0;80445;CH;10-18516-9;10-18516-9;;;20020130;80000;2;Banque Raiffeisen du Mont Tendre;1;1;2;Raiffeisen;Rue du Bourg;Case postale 28;1147;Montricher;021 864 57 45;021 864 52 43;
1373;80447;1;0;80447;CH;18-226-3;18-226-3;;;19990506;80000;2;Banque Raiffeisen du Chablais Vaudois;1;1;2;Raiffeisen;;Case postale 415;1860;Aigle;024 466 93 22;024 466 93 66;
1374;80447;1;0;80447;CH;18-855-9; 18-226-3;;;20031122;80000;3;Banque Raiffeisen du Chablais Vaudois;1;1;2;Raiffeisen;Rue Centrale 37;;1880;Bex;024 463 22 76;024 463 42 31;
1375;80447;1;0;80447;CH;18-2599-3; 18-226-3;;;20000601;80000;3;Banque Raiffeisen du Chablais Vaudois;1;1;2;Raiffeisen;;;1867;Ollon VD;024 499 11 31;024 499 18 94;
1376;80447;1;0;80447;CH;18-5597-3; 18-226-3;;;20000601;80000;3;Banque Raiffeisen du Chablais Vaudois;1;1;2;Raiffeisen;;;1867;Ollon VD;024 499 11 31;024 499 18 94;
1377;80451;1;0;80451;CH;10-8060-7;10-8060-7;;;20051220;80000;2;Banque Raiffeisen Lausanne Haute-Broye-Jorat;1;1;2;Raiffeisen;Rue Etraz 5;;1002;Lausanne;021 907 39 00;021 907 39 01;
1378;80451;1;0;80451;CH;10-8509-1; 10-8060-7;;;20050623;80000;3;Banque Raiffeisen Lausanne Haute-Broye-Jorat;1;1;2;Raiffeisen;;;1083;Mézières VD;021 907 39 60;021 907 39 61;
1379;80451;1;0;80451;CH;10-14879-5; 10-8060-7;;;20050623;80000;3;Banque Raiffeisen Lausanne Haute-Broye-Jorat;1;1;2;Raiffeisen;;;1083;Mézières VD;021 907 39 60;021 907 39 61;
1380;80451;1;0;80451;CH;10-18989-2; 10-8060-7;;;20050623;80000;3;Banque Raiffeisen Lausanne Haute-Broye-Jorat;1;1;2;Raiffeisen;;;1610;Oron-la-Ville;021 907 39 70;021 907 39 71;
1381;80451;1;0;80451;CH;17-1334-5; 10-8060-7;;;20050623;80000;3;Banque Raiffeisen Lausanne Haute-Broye-Jorat;1;1;2;Raiffeisen;;;1066;Epalinges;021 907 39 50;021 907 39 51;
1382;80453;1;0;80453;CH;10-4819-5;10-4819-5;;;20011228;80000;2;Banque Raiffeisen Puidoux-Chexbres-Forel;1;1;2;Raiffeisen;Centre Commercial de Publoz;;1070;Puidoux;021 946 00 80;021 946 00 88;
1383;80454;1;0;80454;CH;18-1616-9;18-1616-9;;;20000421;80000;2;Banque Raiffeisen de Lavaux;1;1;2;Raiffeisen;;Case postale 152;1095;Lutry;021 796 13 60;021 796 13 69;
1384;80460;1;0;80460;CH;10-1933-9;10-1933-9;;;20021208;80000;2;Banque Raiffeisen Morges Venoge;1;1;2;Raiffeisen;Rue de la Gare 27;Case postale 192;1110;Morges 1;021 811 22 44;021 811 22 45;
1385;80460;1;0;80460;CH;10-4643-7; 10-1933-9;;;20020530;80000;3;Banque Raiffeisen Morges Venoge;1;1;2;Raiffeisen;;Case postale 8;1306;Daillens;021 862 91 92;021 862 91 93;
1386;80460;1;0;80460;CH;10-4842-7; 10-1933-9;;;19990428;80000;3;Banque Raiffeisen Morges Venoge;1;1;2;Raiffeisen;;;1026;Echandens-Denges;021 701 24 24;021 701 53 77;
1387;80460;1;0;80460;CH;10-16179-2; 10-1933-9;;;20010804;80000;3;Banque Raiffeisen Morges Venoge;1;1;2;Raiffeisen;Chemin Neuf 4;;1163;Etoy;021 808 73 73;021 808 73 88;
1388;80465;1;0;80465;CH;10-1121-2;10-1121-2;;;20000421;80000;2;Banque Raiffeisen Plateau du Jorat-Molondin;1;1;2;Raiffeisen;Centre du Village;;1410;Thierrens;021 905 30 97;021 905 40 24;
1389;80465;1;0;80465;CH;10-8290-9; 10-1121-2;;;20000421;80000;3;Banque Raiffeisen Plateau du Jorat-Molondin;1;1;2;Raiffeisen;;;1059;Peney-le-Jorat;021 903 30 90;021 903 21 84;
1390;80468;0;;;;10-13738-5;;;;20000421;80000;2;Banque Raiffeisen d'Apples;1;1;2;Raiffeisen;;Case postale 123;1143;Apples;021 800 32 57;021 800 54 71;
1391;80472;1;0;80472;CH;10-9374-7;10-9374-7;;;20020803;80000;2;Banque Raiffeisen d'Yverdon-les-Bains;1;1;2;Raiffeisen;;Case postale 255;1401;Yverdon-les-Bains;024 423 53 53;024 423 53 59;
1392;80479;1;0;80479;CH;10-351-5;10-351-5;;;20000421;80000;2;Banque Raiffeisen de la Broye;1;1;2;Raiffeisen;;Case postale 29;1523;Granges-près-Marnand;026 668 94 94;026 668 94 99;
1393;80479;1;0;80479;CH;17-7934-2; 10-351-5;;;20041117;80000;3;Banque Raiffeisen de la Broye;1;1;2;Raiffeisen;;;1536;Combremont-le-Petit;026 668 94 94;026 666 16 09;
1394;80480;1;0;80480;CH;10-23-8;10-23-8;;;20010824;80000;2;Banque Raiffeisen Orbe;1;1;2;Raiffeisen;;Case postale 187;1350;Orbe;024 442 88 20;024 442 88 24;
1395;80480;1;0;80480;CH;10-13208-9; 10-23-8;;;20050224;80000;3;Banque Raiffeisen Orbe;1;1;2;Raiffeisen;;Case postale 187;1350;Orbe;024 442 88 20;024 442 88 24;
1396;80482;1;0;80482;CH;10-477-3;10-477-3;;;20020724;80000;2;Banque Raiffeisen du District de Moudon;1;1;2;Raiffeisen;Avenue de Cerjat 2b;Case postale 49;1510;Moudon;021 905 06 66;021 905 06 67;
1397;80482;1;0;80482;CH;10-16030-5; 10-477-3;;;19981128;80000;3;Banque Raiffeisen du District de Moudon;1;1;2;Raiffeisen;;;1522;Lucens;021 906 71 81;021 906 71 82;
1398;80485;1;0;80485;CH;10-1472-0;10-1472-0;;;20000421;80000;2;Banque Raiffeisen de Gimel;1;1;2;Raiffeisen;;Case postale 132;1188;Gimel;021 828 00 12;021 828 00 13;
1399;80492;1;0;80492;CH;19-8568-5;19-8568-5;;;20040814;80000;2;Raiffeisenbank Aletsch;1;1;1;Raiffeisen;Furkastrasse 106;Postfach;3982;Bitsch;027 928 67 10;027 928 67 11;
1400;80492;1;0;80492;CH;19-6419-7; 19-8568-5;;;20040814;80000;3;Raiffeisenbank Aletsch;1;1;1;Raiffeisen;Furkastrasse 20;;3983;Mörel;027 928 67 20;027 928 67 21;
1401;80492;1;0;80492;CH;19-7403-1; 19-8568-5;;;20010624;80000;3;Raiffeisenbank Aletsch;1;1;1;Raiffeisen;;;3987;Riederalp;027 928 67 25;027 928 67 26;
1402;80492;1;0;80492;CH;19-9800-2; 19-8568-5;;;20000722;80000;3;Raiffeisenbank Aletsch;1;1;1;Raiffeisen;;;3992;Bettmeralp;027 928 67 30;027 928 67 31;
1403;80493;1;0;80493;CH;19-5819-1;19-5819-1;;;19980429;80000;2;Raiffeisenbank Bürchen-Unterbäch-Eischoll;1;1;1;Raiffeisen;;Postfach 77;3935;Bürchen;027 934 11 03;027 934 39 03;
1404;80493;1;0;80493;CH;19-5122-0; 19-5819-1;;;20041223;80000;3;Raiffeisenbank Bürchen-Unterbäch-Eischoll;1;1;1;Raiffeisen;;;3944;Unterbäch VS;027 934 11 03;027 934 39 03;
1405;80493;1;0;80493;CH;19-9433-9; 19-5819-1;;;20041223;80000;3;Raiffeisenbank Bürchen-Unterbäch-Eischoll;1;1;1;Raiffeisen;;;3943;Eischoll;027 934 11 03;027 934 39 03;
1406;80496;1;0;80496;CH;19-2407-5;19-2407-5;;;20050521;80000;2;Raiffeisenbank Mischabel-Matterhorn;1;1;1;Raiffeisen;;Postfach;3924;St. Niklaus VS;027 955 69 10;027 955 69 11;
1407;80496;1;0;80496;CH;19-1114-5; 19-2407-5;;;20000426;80000;3;Raiffeisenbank Mischabel-Matterhorn;1;1;1;Raiffeisen;;;3925;Grächen;027 955 69 40;027 955 69 41;
1408;80496;1;0;80496;CH;19-3298-2; 19-2407-5;;;19990429;80000;3;Raiffeisenbank Mischabel-Matterhorn;1;1;1;Raiffeisen;;;3928;Randa;027 966 69 50;027 966 69 51;
1409;80496;1;0;80496;CH;19-9043-8; 19-2407-5;;;19990429;80000;3;Raiffeisenbank Mischabel-Matterhorn;1;1;1;Raiffeisen;;;3929;Täsch;027 966 69 60;027 966 69 61;
1410;80496;1;0;80496;CH;19-9783-0; 19-2407-5;;;20000426;80000;3;Raiffeisenbank Mischabel-Matterhorn;1;1;1;Raiffeisen;;;3920;Zermatt;027 966 69 70;027 966 69 71;
1411;80499;1;0;80499;CH;19-6902-3;19-6902-3;;;20000420;80000;2;Raiffeisenbank Visperterminen;1;1;1;Raiffeisen;;Postfach 99;3932;Visperterminen;027 948 02 20;027 948 02 25;
1412;80520;1;0;80520;CH;19-7231-9;19-7231-9;;;20000420;80000;2;Raiffeisenbank Unnergoms;1;1;1;Raiffeisen;Furkastrasse;;3984;Fiesch;027 970 12 30;027 970 12 35;
1413;80520;1;0;80520;CH;19-4211-1; 19-7231-9;;;20000420;80000;3;Raiffeisenbank Unnergoms;1;1;1;Raiffeisen;;;3997;Bellwald;027 971 29 00;;
1414;80520;1;0;80520;CH;19-4900-3; 19-7231-9;;;20000420;80000;3;Raiffeisenbank Unnergoms;1;1;1;Raiffeisen;;;3996;Binn;027 971 45 20;;
1415;80520;1;0;80520;CH;19-6926-2; 19-7231-9;;;20060218;80000;3;Raiffeisenbank Unnergoms;1;1;1;Raiffeisen;;;3994;Lax;027 971 24 21;;
1416;80521;1;0;80521;CH;19-2087-9;19-2087-9;;;20051224;80000;2;Raiffeisenbank Gampel-Steg;1;1;1;Raiffeisen;Bahnhofstrasse 21;Postfach;3945;Gampel;027 933 13 13;027 933 13 14;
1417;80521;1;0;80521;CH;19-1251-6; 19-2087-9;;;20010624;80000;3;Raiffeisenbank Gampel-Steg;1;1;1;Raiffeisen;;;3957;Erschmatt;027 932 27 77;027 932 27 78;
1418;80521;1;0;80521;CH;19-4407-2; 19-2087-9;;;20010624;80000;3;Raiffeisenbank Gampel-Steg;1;1;1;Raiffeisen;;;3957;Erschmatt;027 932 27 77;027 932 27 78;
1419;80521;1;0;80521;CH;19-4751-8; 19-2087-9;;;20011219;80000;3;Raiffeisenbank Gampel-Steg;1;1;1;Raiffeisen;Grächmatten;;3956;Guttet-Feschel;027 473 42 82;027 473 42 84;
1420;80521;1;0;80521;CH;19-6379-4; 19-2087-9;;;20000727;80000;3;Raiffeisenbank Gampel-Steg;1;1;1;Raiffeisen;;Postfach 50;3918;Wiler (Lötschen);027 939 11 39;027 939 10 69;
1421;80521;1;0;80521;CH;19-8884-9; 19-2087-9;;;20030425;80000;3;Raiffeisenbank Gampel-Steg;1;1;1;Raiffeisen;;;3919;Blatten (Lötschen);027 939 19 33;027 939 17 45;
1422;80522;0;;;;19-4041-3;;;;19990429;80000;2;Raiffeisenbank Belalp-Simplon;1;1;1;Raiffeisen;;Postfach 220;3902;Glis;027 922 99 55;027 922 99 59;
1423;80522;0;;;;19-7840-5;;;;20000530;80000;3;Raiffeisenbank Belalp-Simplon;1;1;1;Raiffeisen;;;3900;Brig/Brigue;027 922 99 55;027 922 99 59;
1424;80524;0;;;;19-4644-1;;;;20030822;80000;2;Raiffeisenbank Belalp-Simplon;1;1;1;Raiffeisen;Dorfplatz;Postfach 3;3993;Grengiols;027 927 23 00;027 927 35 20;
1425;80527;1;0;80527;CH;19-899-9;19-899-9;;;20050701;80000;2;Raiffeisenbank Region Leuk;1;1;1;Raiffeisen;;Postfach 160;3952;Susten;027 474 61 40;027 474 61 45;
1426;80527;1;0;80527;CH;19-7018-3; 19-899-9;;;20000426;80000;3;Raiffeisenbank Region Leuk;1;1;1;Raiffeisen;;;3953;Leuk Stadt;027 474 61 20;027 474 61 24;
1427;80530;0;;;;;19-5676-9;;;20031126;80000;2;Raiffeisenbank Mund;1;1;1;Raiffeisen;;Postfach 11;3903;Mund;027 923 75 70;027 924 52 48;
1428;80532;1;0;80532;CH;19-1527-5;19-1527-5;;;19980723;80000;2;Raiffeisenbank Belalp-Simplon;1;1;1;Raiffeisen;;Postfach 100;3904;Naters;027 922 40 40;027 922 40 45;
1429;80538;1;0;80538;CH;19-3135-5;19-3135-5;;;20041124;80000;2;Raiffeisenbank Raron-St. German-Niedergesteln;1;1;1;Raiffeisen;Brückenmoosstrasse 2;Postfach 48;3942;Raron;027 934 29 29;027 934 25 11;
1430;80538;1;0;80538;CH;19-3135-5; 19-3135-5;;;20050527;80000;3;Raiffeisenbank Raron-St. German-Niedergesteln;1;1;1;Raiffeisen;;;3942;St. German;027 934 29 29;027 934 25 11;
1431;80538;1;0;80538;CH;19-8521-9; 19-3135-5;;;20031018;80000;3;Raiffeisenbank Raron-St. German-Niedergesteln;1;1;1;Raiffeisen;;;3942;Niedergesteln;027 934 29 29;027 934 25 11;
1432;80539;1;0;80539;CH;19-6989-5;19-6989-5;;;20020622;80000;2;Raiffeisenbank Obergoms;1;1;1;Raiffeisen;Bahnhofstrasse 4;;3998;Reckingen VS;027 973 13 14;027 973 31 12;
1433;80539;1;0;80539;CH;19-5474-2; 19-6989-5;;;20030927;80000;3;Raiffeisenbank Obergoms;1;1;1;Raiffeisen;Furkastrasse;;3985;Münster VS;027 973 21 20;027 973 37 18;
1434;80539;1;0;80539;CH;19-8126-5; 19-6989-5;;;20031018;80000;3;Raiffeisenbank Obergoms;1;1;1;Raiffeisen;Dorf;;3989;Selkingen;027 973 16 67;027 973 28 29;
1435;80539;1;0;80539;CH;19-8310-3; 19-6989-5;;;20031122;80000;3;Raiffeisenbank Obergoms;1;1;1;Raiffeisen;Unterdorf 25;;3988;Obergesteln;027 973 28 73;027 973 28 00;
1436;80539;1;0;80539;CH;19-8439-5; 19-6989-5;;;20010621;80000;3;Raiffeisenbank Obergoms;1;1;1;Raiffeisen;;;3999;Oberwald;027 973 28 20;;
1437;80539;1;0;80539;CH;19-9778-0; 19-6989-5;;;20010621;80000;3;Raiffeisenbank Obergoms;1;1;1;Raiffeisen;;;3988;Ulrichen;027 973 22 56;;
1438;80540;0;;;;19-6998-9;;;;20000421;80000;2;Raiffeisenbank Brigerberg;1;1;1;Raiffeisen;;Postfach 2;3911;Ried - Brig;027 921 64 10;027 921 64 15;
1439;80540;0;;;;19-9446-6;;;;19990429;80000;3;Raiffeisenbank Brigerberg;1;1;1;Raiffeisen;;;3912;Termen;027 921 64 20;027 921 64 25;
1440;80542;0;;;;19-8911-1;;;;20050601;80000;2;Raiffeisenbank Saas-Fee;1;1;1;Raiffeisen;beim Dorfplatz;Postfach 52;3906;Saas Fee;027 958 62 00;027 958 62 01;
1441;80543;0;;;;19-5755-4;;;;20050701;80000;2;Raiffeisenbank Salgesch-Varen;1;1;1;Raiffeisen;;Postfach 89;3970;Salgesch;027 452 61 66;027 452 61 67;
1442;80543;0;;;;19-8374-5;;;;20050701;80000;2;Raiffeisenbank Salgesch-Varen;1;1;1;Raiffeisen;;Postfach 89;3970;Salgesch;027 452 61 66;027 452 61 67;
1443;80544;0;;;;19-2464-4;;;;20000421;80000;2;Raiffeisenbank Simplon;1;1;1;Raiffeisen;;;3907;Simplon Dorf;027 979 12 21;027 979 14 71;
1444;80545;0;;;;19-887-4;;;;20050601;80000;2;Raiffeisenbank Vispertal;1;1;1;Raiffeisen;;Postfach 45;3922;Stalden VS;027 953 68 10;027 953 68 11;
1445;80545;0;;;;19-3919-3;;;;20050601;80000;2;Raiffeisenbank Vispertal;1;1;1;Raiffeisen;;Postfach 45;3922;Stalden VS;027 953 68 10;027 953 68 11;
1446;80545;0;;;;19-4563-1;;;;20050601;80000;2;Raiffeisenbank Vispertal;1;1;1;Raiffeisen;;Postfach 45;3922;Stalden VS;027 953 68 10;027 953 68 11;
1447;80545;0;;;;19-5868-7;;;;20050601;80000;2;Raiffeisenbank Vispertal;1;1;1;Raiffeisen;;Postfach 45;3922;Stalden VS;027 953 68 10;027 953 68 11;
1448;80550;0;;;;19-6021-3;;;;20050701;80000;2;Raiffeisenbank Turtmann-Agarn-Ergisch-Ems;1;1;1;Raiffeisen;;;3946;Turtmann;027 933 65 10;027 933 65 19;
1449;80550;0;;;;19-802-2;;;;20050701;80000;2;Raiffeisenbank Turtmann-Agarn-Ergisch-Ems;1;1;1;Raiffeisen;;;3946;Turtmann;027 933 65 10;027 933 65 19;
1450;80550;0;;;;19-2213-9;;;;20050701;80000;2;Raiffeisenbank Turtmann-Agarn-Ergisch-Ems;1;1;1;Raiffeisen;;;3946;Turtmann;027 933 65 10;027 933 65 19;
1451;80550;0;;;;19-2452-6;;;;20050701;80000;2;Raiffeisenbank Turtmann-Agarn-Ergisch-Ems;1;1;1;Raiffeisen;;;3946;Turtmann;027 933 65 10;027 933 65 19;
1452;80553;1;0;80553;CH;19-2517-3;19-2517-3;;;20040122;80000;2;Raiffeisenbank Region Visp;1;1;1;Raiffeisen;Überbielstrasse 10;Postfach 448;3930;Visp/Viège;027 948 04 48;027 948 04 44;
1453;80553;1;0;80553;CH;19-6925-4; 19-2517-3;;;20000426;80000;3;Raiffeisenbank Region Visp;1;1;1;Raiffeisen;;;3934;Zeneggen;027 945 60 70;027 945 60 75;
1454;80556;0;;;;19-4152-2;;;;20050601;80000;2;Raiffeisenbank Saas Grund;1;1;1;Raiffeisen;Dorfplatz;;3910;Saas Grund;027 958 55 55;027 958 55 56;
1455;80571;1;0;80571;CH;19-2388-9;19-2388-9;;;20020525;80000;2;Banque Raiffeisen Riddes-Saxon-Isérables;1;1;2;Raiffeisen;;Case postale 76;1908;Riddes;027 305 15 50;027 305 15 51;
1456;80572;1;0;80572;CH;19-82-4;19-82-4;;;20020524;80000;2;Banque Raiffeisen Sion et Région;1;1;2;Raiffeisen;Rue des Tonneliers 5;Case postale 2136;1950;Sion/Sitten 2;027 327 20 00;027 327 20 01;
1457;80572;1;0;80572;CH;19-862-1; 19-82-4;;;19980718;80000;3;Banque Raiffeisen Sion et Région;1;1;2;Raiffeisen;;;1971;Grimisuat;027 398 35 38;027 398 38 32;
1458;80572;1;0;80572;CH;19-3860-8; 19-82-4;;;19980718;80000;3;Banque Raiffeisen Sion et Région;1;1;2;Raiffeisen;;;1971;Grimisuat;027 398 35 38;027 398 38 32;
1459;80572;1;0;80572;CH;19-5149-3; 19-82-4;;;20000421;80000;3;Banque Raiffeisen Sion et Région;1;1;2;Raiffeisen;;;1965;Savièse;027 395 14 35;027 395 20 86;
1460;80572;1;0;80572;CH;19-8176-6; 19-82-4;;;20000421;80000;3;Banque Raiffeisen Sion et Région;1;1;2;Raiffeisen;;;1993;Veysonnaz;027 207 17 30;027 207 36 41;
1461;80572;1;0;80572;CH;19-8865-6; 19-82-4;;;20000421;80000;3;Banque Raiffeisen Sion et Région;1;1;2;Raiffeisen;;;1967;Bramois;027 203 14 74;027 203 56 32;
1462;80572;1;0;80572;CH;19-9763-1; 19-82-4;;;20011201;80000;3;Banque Raiffeisen Sion et Région;1;1;2;Raiffeisen;Rue des Casernes 20;;1950;Sion/Sitten;027 203 76 77;027 203 76 29;
1463;80573;0;;;;19-5680-4;;;;20050601;80000;2;Banque Raiffeisen de Vétroz;1;1;2;Raiffeisen;;Case postale 138;1963;Vétroz;027 346 52 37;027 346 60 72;
1464;80574;0;;;;19-3445-5;;;;20000616;80000;2;Banque Raiffeisen d'Anniviers;1;1;2;Raiffeisen;;Case postale 14;3961;Vissoie;027 475 11 59;027 475 42 67;
1465;80577;1;0;80577;CH;19-1232-2;19-1232-2;;;20020605;80000;2;Banque Raiffeisen de Nendaz;1;1;2;Raiffeisen;Route Principale;Case postale 9;1996;Basse-Nendaz;027 288 15 31;027 288 42 85;
1466;80580;0;;;;19-4858-8;;;;20050623;80000;2;Banque Raiffeisen Lienne-Sionne;1;1;2;Raiffeisen;Route de Lens;;1958;St-Léonard;027 205 66 10;027 205 66 19;
1467;80580;0;;;;19-3510-3;;;;20000426;80000;3;Banque Raiffeisen Lienne-Sionne;1;1;2;Raiffeisen;;;1974;Arbaz;027 398 35 05;027 398 18 03;
1468;80580;0;;;;19-8829-4;;;;20050623;80000;3;Banque Raiffeisen Lienne-Sionne;1;1;2;Raiffeisen;;;1966;Ayent;027 399 18 80;027 399 18 89;
1469;80581;1;0;80581;CH;19-931-9;19-931-9;;;20050909;80000;2;Banque Raiffeisen Bagnes-Vollèges;1;1;2;Raiffeisen;Route de Verbier 19;Case postale 41;1934;Châble VS, Le;027 777 17 70;027 777 17 71;
1470;80584;1;0;80584;CH;19-1331-1;19-1331-1;;;20000426;80000;2;Banque Raiffeisen de Chalais-Vercorin;1;1;2;Raiffeisen;;Case postale 62;3966;Chalais;027 458 27 42;027 458 27 51;
1471;80585;1;0;80585;CH;19-2549-9;19-2549-9;;;20050611;80000;2;Banque Raiffeisen des Coteaux du Soleil;1;1;2;Raiffeisen;Av. des Vergers 20;;1963;Vétroz;027 305 40 40;027 305 40 41;
1472;80585;1;0;80585;CH;19-5652-2; 19-2549-9;;;20050623;80000;3;Banque Raiffeisen des Coteaux du Soleil;1;1;2;Raiffeisen;;;1957;Ardon;027 305 40 40;027 305 40 41;
1473;80588;1;0;80588;CH;19-2664-3;19-2664-3;;;20040701;80000;2;Banque Raiffeisen du Haut-Léman;1;1;2;Raiffeisen;Route du Léman 10;Case postale 12;1895;Vionnaz;024 482 42 20;024 481 36 31;
1474;80589;1;0;80589;CH;19-2528-6;19-2528-6;;;20031113;80000;2;Banque Raiffeisen de Conthey;1;1;2;Raiffeisen;Rue centrale 57;Case postale 40;1964;Conthey;027 345 38 50;027 345 38 57;
1475;80592;0;;;;19-3427-9;;;;20021228;80000;2;Banque Raiffeisen du Salentin;1;1;2;Raiffeisen;;Case postale 21;1902;Evionnaz;027 767 16 80;027 767 17 64;
1476;80592;0;;;;19-1934-8;;;;19981203;80000;3;Banque Raiffeisen du Salentin;1;1;2;Raiffeisen;;;1904;Vernayaz;027 764 11 92;027 764 11 92;
1477;80592;0;;;;19-4597-7;;;;19981203;80000;3;Banque Raiffeisen du Salentin;1;1;2;Raiffeisen;;;1904;Vernayaz;027 764 11 92;027 764 11 92;
1478;80592;0;;;;19-9090-0;;;;19981203;80000;3;Banque Raiffeisen du Salentin;1;1;2;Raiffeisen;;;1904;Vernayaz;027 764 11 92;027 764 11 92;
1479;80595;1;0;80595;CH;19-1454-1;19-1454-1;;;20000420;80000;2;Banque Raiffeisen Martigny et Région;1;1;2;Raiffeisen;;Case postale 194;1926;Fully;027 747 16 20;027 747 16 29;
1480;80595;1;0;80595;CH;19-1455-6; 19-1454-1;;;20011128;80000;3;Banque Raiffeisen Martigny et Région;1;1;2;Raiffeisen;Rue de la poste 7;;1920;Martigny;027 720 48 60;027 720 48 79;
1481;80595;1;0;80595;CH;19-2872-7; 19-1454-1;;;19980718;80000;3;Banque Raiffeisen Martigny et Région;1;1;2;Raiffeisen;;;1922;Salvan;027 761 19 13;027 761 19 16;
1482;80595;1;0;80595;CH;19-6416-8; 19-1454-1;;;20011125;80000;3;Banque Raiffeisen Martigny et Région;1;1;2;Raiffeisen;;;1923;Marécottes, Les;027 761 12 20;027 761 11 64;
1483;80595;1;0;80595;CH;19-6426-0; 19-1454-1;;;20011125;80000;3;Banque Raiffeisen Martigny et Région;1;1;2;Raiffeisen;;;1925;Finhaut;027 768 12 27;027 768 10 13;
1484;80598;1;0;80598;CH;19-5683-3;19-5683-3;;;20020126;80000;2;Banque Raiffeisen Sierre et Région;1;1;2;Raiffeisen;Place de la Gare 7;Case postale 824;3960;Sierre/Siders;027 452 27 27;027 452 27 29;
1485;80598;1;0;80598;CH;19-6436-6; 19-5683-3;;;20000426;80000;3;Banque Raiffeisen Sierre et Région;1;1;2;Raiffeisen;;;1973;Nax;027 203 25 70;027 203 25 70;
1486;80599;1;0;80599;CH;19-871-8;19-871-8;;;20041124;80000;2;Banque Raiffeisen Hérens;1;1;2;Raiffeisen;Rue de l'Eglise;Case postale 10;1987;Hérémence;027 282 50 00;027 281 33 50;
1487;80602;1;0;80602;CH;19-217-7;19-217-7;;;20000426;80000;2;Banque Raiffeisen de Leytron-Saillon;1;1;2;Raiffeisen;;Case postale 88;1912;Leytron;027 306 29 85;027 306 64 44;
1488;80602;1;0;80602;CH;19-3353-6; 19-217-7;;;19980718;80000;3;Banque Raiffeisen de Leytron-Saillon;1;1;2;Raiffeisen;;;1913;Saillon;027 744 27 67;027 744 37 57;
1489;80603;0;;;;19-2716-7;;;;20020622;80000;2;Banque Raiffeisen Liddes et Bourg St-Pierre;1;1;2;Raiffeisen;Rue de l'Eglise;;1945;Liddes;027 783 22 88;027 783 22 00;
1490;80606;1;0;80606;CH;19-4585-6;19-4585-6;;;20010214;80000;2;Banque Raiffeisen Massongex-St-Maurice-Vérossaz;1;1;2;Raiffeisen;;Case postale 2;1869;Massongex;024 471 85 77;024 471 34 39;
1491;80606;1;0;80606;CH;19-109-9; 19-4585-6;;;20020323;80000;3;Banque Raiffeisen Massongex-St-Maurice-Vérossaz;1;1;2;Raiffeisen;Place St-Maurice du Val-de-Marne 8;;1890;St-Maurice;024 485 27 79;;
1492;80606;1;0;80606;CH;19-9661-8; 19-4585-6;;;20000722;80000;3;Banque Raiffeisen Massongex-St-Maurice-Vérossaz;1;1;2;Raiffeisen;;;1891;Vérossaz;024 485 24 56;024 485 24 53;
1493;80608;1;0;80608;CH;19-6130-7;19-6130-7;;;20000421;80000;2;Banque Raiffeisen de Miège-Venthône-Veyras;1;1;2;Raiffeisen;;;3972;Miège;027 455 53 03;027 455 52 03;
1494;80608;1;0;80608;CH;19-6901-8; 19-6130-7;;;20020602;80000;3;Banque Raiffeisen de Miège-Venthône-Veyras;1;1;2;Raiffeisen;Route de Montana;;3973;Venthône;027 455 71 32;027 456 52 24;
1495;80611;1;0;80611;CH;19-242-6;19-242-6;;;20020621;80000;2;Banque Raiffeisen de Monthey;1;1;2;Raiffeisen;Avenue de la Gare 24;Case postale 1151;1870;Monthey 2;024 473 47 00;024 473 47 19;
1496;80613;1;0;80613;CH;19-3327-0;19-3327-0;;;20050701;80000;2;Banque Raiffeisen de la Vallée d'Entremont;1;1;2;Raiffeisen;Rue de la Commune;Case postale 61;1937;Orsières;027 783 13 09;027 783 35 05;
1497;80615;1;0;80615;CH;19-8313-5;19-8313-5;;;20011101;80000;2;Banque Raiffeisen des Communes du Haut Plateau;1;1;2;Raiffeisen;;Case postale 4;3971;Chermignon;027 483 23 46;027 483 44 46;
